join_so_nsubj Vinken 
won_so_nsubj I 
won_so_dobj point 
happened_s_nsubj thing 
runs_so_nsubj which 
runs_so_dobj Voice 
changed_so_nsubj Agency 
changed_so_dobj position 
get_so_nsubj I 
get_so_dobj hands 
decided_s_nsubj it 
referred_s_nsubj word 
noted_so_nsubj court 
noted_so_dobj position 
examine_so_nsubj who 
examine_so_dobj materials 
disagreed_s_nsubj court 
abridging_o_dobj right 
prescribe_so_nsubj Amendment 
prescribe_so_dobj duty 
have_so_nsubj You 
have_so_dobj right 
visiting_o_dobj office 
have_so_nsubj I 
have_so_dobj right 
copy_so_nsubj neither 
copy_so_dobj material 
has_so_nsubj agency 
has_so_dobj machine 
suspect_s_nsubj I 
say_os_dobj What 
say_os_nsubj USIA 
say_so_nsubj we 
say_so_dobj it 
get_so_nsubj taxpayers 
get_so_dobj answers 
wrote_so_nsubj man 
wrote_so_dobj me 
had_so_nsubj He 
had_so_dobj answers 
are_s_nsubj some 
run_so_nsubj Baum 
run_so_dobj Campbell 
dividing_o_dobj responsibilities 
searching_s_nsubj board 
reacted_s_nsubj Street 
rose_so_nsubj shares 
rose_so_dobj 3.375 
paid_so_nsubj it 
paid_so_dobj earnings 
has_so_nsubj Baum 
has_so_dobj experience 
have_so_nsubj Baum 
have_so_dobj responsibility 
joined_so_nsubj who 
joined_so_dobj Campbell 
take_so_nsubj Harper 
take_so_dobj charge 
controlled_so_nsubj who 
controlled_so_dobj % 
died_s_nsubj he 
took_so_nsubj company 
took_so_dobj charge 
announced_so_nsubj it 
announced_so_dobj plan 
calls_s_nsubj plan 
eliminating_o_dobj jobs 
said_s_nsubj analysts 
were_s_nsubj signs 
quoted_so_nsubj statement 
quoted_so_dobj him 
received_so_nsubj McGovern 
received_so_dobj salary 
owns_so_nsubj He 
owns_so_dobj shares 
has_o_dobj options 
increased_s_nsubj income 
expressed_so_nsubj Harper 
expressed_so_dobj confidence 
applaud_so_nsubj Analysts 
applaud_so_dobj performance 
posted_so_nsubj which 
posted_so_dobj growth 
managing_so_nsubj we 
managing_so_dobj U.S.A. 
exuded_so_nsubj men 
exuded_so_dobj confidence 
represent_o_dobj transactions 
financing_o_dobj order 
vary_s_nsubj practices 
announced_so_nsubj Bernstein 
announced_so_dobj resignation 
owns_so_nsubj company 
owns_so_dobj House 
said_s_nsubj Bernstein 
evolved_s_nsubj departure 
reached_s_nsubj I 
go_s_nsubj you 
doing_s_nsubj company 
has_so_nsubj Bob 
has_so_dobj agenda 
seemed_s_nsubj this 
report_so_nsubj House 
report_so_dobj earnings 
succeeded_so_nsubj who 
succeeded_so_dobj Cerf 
centers_s_nsubj Speculation 
include_so_nsubj candidates 
include_so_dobj Petersen 
is_s_nsubj speculation 
left_so_nsubj who 
left_so_dobj Knopf 
took_so_nsubj Evans 
took_so_dobj job 
signals_so_nsubj It 
signals_so_dobj attempt 
emasculate_so_nsubj power 
emasculate_so_dobj presidency 
swallow_o_dobj principle 
discussed_so_nsubj framers 
discussed_so_dobj clause 
contradict_so_nsubj It 
contradict_so_dobj objective 
contained_so_nsubj bill 
contained_so_dobj attempts 
containing_o_dobj them 
places_so_nsubj II 
places_so_dobj duty 
have_so_nsubj President 
have_so_dobj Power 
happen_s_nsubj that 
expire_s_nsubj which 
repeals_so_nsubj Congress 
repeals_so_dobj power 
imposes_so_nsubj Section 
imposes_so_dobj conditions 
funding_o_dobj funding 
avoid_so_nsubj president 
avoid_so_dobj restriction 
contain_so_nsubj bills 
contain_so_dobj number 
violate_so_nsubj that 
violate_so_dobj clause 
prevent_so_nsubj provisions 
prevent_so_dobj branch 
violate_so_nsubj laws 
violate_so_dobj provision 
gives_soo_nsubj which 
gives_soo_iobj president 
gives_soo_dobj discretion 
proposing_o_dobj alternatives 
prevents_so_nsubj that 
prevents_so_dobj Office 
is_s_nsubj something 
prohibiting_o_dobj executive 
illustrates_so_nsubj none 
illustrates_so_dobj attempt 
amounts_s_nsubj provision 
veto_so_nsubj Bush 
veto_so_dobj acts 
contain_so_nsubj that 
contain_so_dobj kinds 
exercise_o_dobj prerogatives 
invite_so_nsubj he 
invite_so_dobj Congress 
learned_so_nsubj Reagan 
learned_so_dobj lesson 
discussing_so_nsubj Wright 
discussing_so_dobj control 
sign_so_nsubj president 
sign_so_dobj bills 
assert_o_dobj power 
restricting_o_dobj powers 
give_soo_nsubj Constitution 
give_soo_iobj president 
give_soo_dobj power 
have_so_nsubj president 
have_so_dobj duty 
trespass_s_nsubj that 
violate_so_nsubj that 
violate_so_dobj separation 
is_s_nsubj downside 
win_s_nsubj Bush 
receive_so_nsubj he 
receive_so_dobj opinion 
exercise_o_dobj prerogatives 
extending_o_dobj sphere 
drawing_o_dobj powers 
served_s_nsubj Sidak 
rose_s_nsubj income 
set_so_nsubj Most 
set_so_dobj records 
occurred_s_nsubj damage 
saved_sos_nsubj What 
saved_sos_dobj farmers 
saved_sos_csubj saved 
had_so_nsubj who 
had_so_dobj loss 
profited_s_nsubj farmers 
rose_s_nsubj income 
attributed_so_nsubj Analysts 
attributed_so_dobj increases 
confirms_so_nsubj income 
confirms_so_dobj rebound 
rising_s_nsubj prices 
benefited_s_nsubj Farmers 
led_so_nsubj California 
led_so_dobj nation 
lost_so_nsubj Many 
lost_so_dobj farms 
decline_s_nsubj payments 
causing_o_dobj fall 
slipped_s_nsubj payments 
publish_so_nsubj Examiner 
publish_so_dobj edition 
turns_so_nsubj demise 
turns_so_dobj city 
dominates_so_nsubj Times 
dominates_so_dobj region 
faces_so_nsubj it 
faces_so_dobj competition 
sells_so_nsubj which 
sells_so_dobj copies 
sells_so_nsubj which 
sells_so_dobj 170,000 
have_so_nsubj cities 
have_so_dobj dailies 
put_so_nsubj Hearst 
put_so_dobj paper 
had_so_nsubj Speculation 
had_so_dobj it 
materialized_s_nsubj buy-out 
included_so_nsubj buyers 
included_so_dobj Davis 
target_o_dobj area 
seemed_s_nsubj Herald 
joins_so_nsubj Herald 
joins_so_dobj News-American 
folded_s_nsubj which 
built_so_nsubj who 
built_so_dobj castle 
shows_so_nsubj deterioration 
shows_so_dobj signs 
began_s_nsubj that 
cut_o_dobj circulation 
recovered_s_nsubj it 
had_so_nsubj it 
had_so_dobj moments 
hired_so_nsubj Hearst 
hired_so_dobj Bellows 
brightened_so_nsubj who 
brightened_so_dobj product 
restored_so_nsubj He 
restored_so_dobj respect 
beat_so_nsubj Herald 
beat_so_dobj rival 
pay_o_dobj them 
crying_s_nsubj people 
hired_os_dobj whom 
hired_os_nsubj Times 
returned_s_nsubj who 
works_s_nsubj wife 
did_s_nsubj father 
filling_o_dobj box 
make_so_nsubj It 
make_so_dobj difference 
lead_s_nsubj that 
leave_o_dobj home 
go_s_nsubj slogan 
joining_so_nsubj Co. 
joining_so_dobj forces 
giving_so_nsubj companies 
giving_so_dobj vacations 
charge_so_nsubj who 
charge_so_dobj all 
explaining_o_dobj program 
began_s_nsubj which 
disclose_so_nsubj company 
disclose_so_dobj cost 
realize_so_nsubj holders 
realize_so_dobj this 
approved_so_nsubj GMAC 
approved_so_dobj program 
says_s_nsubj he 
carry_o_dobj rates 
asked_so_nsubj company 
asked_so_dobj members 
has_so_nsubj Express 
has_so_dobj holders 
have_so_nsubj half 
have_so_dobj card 
get_so_nsubj who 
get_so_dobj letters 
start_s_nsubj which 
have_o_dobj plans 
working_s_nsubj divisions 
accept_so_nsubj that 
accept_so_dobj card 
include_so_nsubj packages 
include_so_dobj accommodations 
pay_s_nsubj buyer 
gets_o_dobj ticket 
choose_s_nsubj buyers 
receive_so_nsubj who 
receive_so_dobj letter 
get_so_nsubj they 
get_so_dobj calculator 
offered_so_nsubj company 
offered_so_dobj tickets 
lead_s_nsubj ruling 
set_o_dobj precedent 
plunged_so_nsubj futures 
plunged_so_dobj more 
fell_s_nsubj which 
retraced_so_nsubj Gilts 
retraced_so_dobj some 
lost_so_nsubj council 
lost_so_dobj millions 
engage_s_nsubj parties 
betting_s_nsubj they 
making_o_dobj payments 
make_so_nsubj which 
make_so_dobj payments 
owed_soo_nsubj municipalities 
owed_soo_iobj banks 
owed_soo_dobj more 
began_s_nsubj hearing 
backed_so_nsubj council 
backed_so_dobj stand 
set_so_nsubj decision 
set_so_dobj precedent 
representing_o_dobj one 
include_so_nsubj institutions 
include_so_dobj PLC 
made_so_nsubj banks 
made_so_dobj payments 
have_so_nsubj banks 
have_so_dobj days 
began_so_nsubj Kidder 
began_so_dobj campaign 
send_s_nsubj that 
reeling_s_nsubj prices 
reap_o_dobj rewards 
stand_s_nsubj forces 
Defending_os_dobj ramparts 
Defending_os_nsubj Guard 
make_so_nsubj who 
make_so_dobj markets 
mobilizing_o_dobj opinion 
announced_sso_nsubj Exchange 
announced_sso_nsubj yesterday 
announced_sso_dobj addition 
rallying_so_nsubj who 
rallying_so_dobj CEOs 
offering_o_dobj support 
gives_oso_dobj that 
gives_oso_nsubj trading 
gives_oso_dobj them 
waited_s_nsubj they 
surrendered_s_nsubj Bradley 
sold_so_nsubj He 
sold_so_dobj seat 
wrote_o_dobj letter 
pitting_o_dobj employee 
battle_so_nsubj stockbrokers 
battle_so_dobj traders 
denounce_so_nsubj Corporations 
denounce_so_dobj trading 
hired_so_nsubj Contel 
hired_so_dobj managers 
fighting_s_nsubj firms 
going_s_nsubj we 
raise_so_nsubj critics 
raise_so_dobj theme 
turning_o_dobj market 
go_s_nsubj they 
portray_so_nsubj traders 
portray_so_dobj pickers 
use_so_nsubj who 
use_so_dobj computers 
runs_so_nsubj that 
runs_so_dobj fund 
uses_so_nsubj that 
uses_so_dobj arbitrage 
is_s_nsubj nothing 
occurs_s_nsubj it 
place_so_nsubj traders 
place_so_dobj orders 
constitute_so_nsubj that 
constitute_so_dobj index 
sell_o_dobj them 
involve_so_nsubj which 
involve_so_dobj purchase 
occur_s_nsubj trades 
earns_so_nsubj trade 
earns_so_dobj profit 
seize_so_nsubj traders 
seize_so_dobj opportunity 
find_s_nsubj computers 
take_so_nsubj trades 
take_so_dobj place 
cause_s_nsubj they 
had_s_nsubj they 
halted_so_nsubj that 
halted_so_dobj trading 
taking_s_nsubj speculator 
says_s_nsubj she 
look_s_nsubj things 
Take_o_dobj managers 
manage_s_nsubj they 
losing_so_nsubj managers 
losing_so_dobj clients 
use_so_nsubj that 
use_so_dobj computers 
charge_so_nsubj indexers 
charge_so_dobj pennies 
see_so_nsubj specialists 
see_so_dobj step 
dislike_os_dobj that 
dislike_os_nsubj colleagues 
hit_s_nsubj programs 
scaring_so_nsubj swings 
scaring_so_dobj them 
falling_s_nsubj business 
earned_so_nsubj broker 
earned_so_dobj 71,309 
buy_so_nsubj who 
buy_so_dobj stocks 
own_s_nsubj they 
make_so_nsubj you 
make_so_dobj sweatshirts 
doing_so_nsubj traders 
doing_so_dobj % 
were_s_nsubj bloods 
came_s_nsubj Oct. 
trade_so_nsubj traders 
trade_so_dobj dollars 
getting_so_nsubj anti-programmers 
getting_so_dobj thunder 
says_s_nsubj that 
panic_s_nsubj You 
put_so_nsubj you 
put_so_dobj system 
targets_so_nsubj that 
targets_so_dobj trading 
enjoy_s_nsubj traders 
do_os_dobj that 
do_os_nsubj investors 
regarding_o_dobj futures 
protects_s_nsubj that 
prevents_so_nsubj rule 
prevents_so_dobj sale 
falling_s_nsubj stock 
slow_so_nsubj reinstatement 
slow_so_dobj activity 
contributed_s_nsubj White 
takes_so_nsubj it 
takes_so_dobj advantage 
trading_o_dobj widgets 
trade_so_nsubj markets 
trade_so_dobj them 
owns_so_nsubj who 
owns_so_dobj widget 
sell_so_nsubj someone 
sell_so_dobj it 
replace_o_dobj it 
performing_o_dobj service 
rise_s_nsubj stocks 
represents_so_nsubj That 
represents_so_dobj return 
contribute_s_nsubj fact 
surrounding_o_dobj issue 
arise_s_nsubj opportunities 
evolve_s_nsubj trading 
evoking_so_nsubj that 
evoking_so_dobj curses 
conclude_s_nsubj arguments 
Reducing_o_dobj volatility 
cause_so_nsubj Arbitrage 
cause_so_dobj volatility 
responds_s_nsubj it 
initiating_o_dobj buy 
sells_so_nsubj he 
sells_so_dobj futures 
transfers_so_nsubj Arbitrage 
transfers_so_dobj pressure 
increase_so_nsubj someone 
increase_so_dobj ownership 
trade_s_nsubj seller 
has_so_nsubj investor 
has_so_dobj ways 
have_so_nsubj he 
have_so_dobj alternatives 
surrounding_o_dobj trades 
occurs_s_nsubj Volatility 
Eliminate_o_dobj arbitrage 
Encouraging_o_dobj investing 
go_s_nsubj sellers 
concern_so_nsubj regulators 
concern_so_dobj themselves 
attract_so_nsubj market 
attract_so_dobj investor 
tolerate_s_nsubj he 
undergoing_so_nsubj conditions 
undergoing_so_dobj change 
decline_s_nsubj markets 
be_s_nsubj volatility 
sound_s_nsubj tax 
Getting_o_dobj field 
championing_o_dobj cause 
cater_s_nsubj who 
advise_so_nsubj They 
advise_so_dobj clients 
devouring_o_dobj clippings 
follows_s_nsubj he 
profit_s_nsubj company 
pay_os_dobj that 
pay_os_nsubj customers 
seeking_o_dobj ways 
Legislating_os_dobj inefficiencies 
Legislating_os_csubj Legislating 
prevent_so_nsubj arbitrage 
prevent_so_dobj him 
executes_so_nsubj firm 
executes_so_dobj trades 
affect_so_nsubj mechanism 
affect_so_dobj operations 
cut_so_nsubj Congress 
cut_so_dobj request 
began_s_nsubj which 
approved_so_nsubj Congress 
approved_so_dobj fee 
make_so_nsubj they 
make_so_dobj filings 
opposed_so_nsubj Democrats 
opposed_so_dobj measure 
exceed_o_dobj them 
go_s_nsubj $ 
apply_s_nsubj fees 
proposing_o_dobj mergers 
notify_so_nsubj parties 
notify_so_dobj regulators 
charges_so_nsubj government 
charges_so_dobj nothing 
do_so_nsubj you 
do_so_dobj that 
is_s_nsubj increase 
reducing_o_dobj amount 
go_s_nsubj money 
set_so_nsubj ISSUES 
set_so_dobj record 
attract_so_nsubj elections 
attract_so_dobj issues 
range_s_nsubj questions 
cites_so_nsubj McGuigan 
cites_so_dobj efforts 
Taking_o_dobj cue 
gains_so_nsubj COLLECTING 
gains_so_dobj stature 
sold_s_nsubj folio 
exceeding_so_nsubj works 
exceeding_so_dobj estimates 
reflect_so_nsubj prices 
reflect_so_dobj development 
see_s_nsubj I 
going_s_nsubj prints 
DIALING_os_dobj 900 
DIALING_os_csubj DIALING 
brings_soo_csubj DIALING 
brings_soo_iobj callers 
brings_soo_dobj number 
costs_soo_nsubj which 
costs_soo_iobj caller 
costs_soo_dobj $ 
is_s_nsubj that 
noting_o_dobj interest 
says_s_nsubj she 
eyeing_so_nsubj Colleges 
eyeing_so_dobj registration 
test_so_nsubj Charities 
test_so_dobj waters 
face_so_nsubj they 
face_so_dobj barriers 
break_so_nsubj that 
break_so_dobj market 
improving_so_nsubj PETS 
improving_so_dobj rates 
receive_so_nsubj who 
receive_so_dobj visitors 
offers_so_nsubj Schlemmer 
offers_so_dobj tree 
eliminates_so_nsubj that 
eliminates_so_dobj need 
follow_so_nsubj service 
follow_so_dobj protocols 
make_so_nsubj SERVICES 
make_so_dobj comeback 
returning_s_nsubj parents 
stresses_so_nsubj push 
stresses_so_dobj awareness 
spurned_so_nsubj that 
spurned_so_dobj service 
launched_so_nsubj Hollis 
launched_so_dobj service 
lives_s_nsubj she 
limited_so_nsubj shortages 
limited_so_dobj growth 
spurring_o_dobj move 
eliminate_so_nsubj that 
eliminate_so_dobj need 
bearing_o_dobj likeness 
complains_s_nsubj Egnuss 
heading_s_nsubj market 
blames_so_nsubj he 
blames_so_dobj trading 
cites_o_dobj troubles 
spook_so_nsubj kinds 
spook_so_dobj market 
's_s_nsubj virtue 
curbing_o_dobj it 
Citing_o_dobj crash 
threatened_s_nsubj they 
did_so_nsubj one 
did_so_dobj anything 
see_so_nsubj Anderson 
see_so_dobj point 
find_so_nsubj Those 
find_so_dobj way 
see_s_nsubj I 
dealing_s_nsubj them 
runs_so_nsubj who 
runs_so_dobj agency 
decries_so_nsubj Anthony 
decries_so_dobj trading 
limiting_o_dobj game 
denouncing_os_dobj it 
denouncing_os_csubj denouncing 
plays_so_nsubj who 
plays_so_dobj options 
says_s_nsubj he 
's_s_nsubj culprit 
Arbitraging_s_csubj Arbitraging 
hurt_so_nsubj volatility 
hurt_so_dobj fund 
defends_so_nsubj Enzor 
defends_so_dobj trading 
take_so_nsubj you 
take_so_dobj advantage 
do_os_dobj What 
do_os_nsubj investor 
going_s_nsubj Taccetta 
lost_s_nsubj he 
lost_so_nsubj he 
lost_so_dobj money 
weather_so_nsubj that 
weather_so_dobj storm 
took_so_nsubj Gorman 
took_so_dobj advantage 
losing_s_nsubj I 
sell_s_nsubj I 
controls_so_nsubj which 
controls_so_dobj Young 
receive_so_nsubj shareholders 
receive_so_dobj 3,500 
moving_o_dobj materials 
carry_os_dobj that 
carry_os_nsubj crystals 
appears_s_nsubj report 
marks_so_nsubj finding 
marks_so_dobj step 
carry_os_dobj that 
carry_os_nsubj crystals 
conduct_so_nsubj Superconductors 
conduct_so_dobj electricity 
promise_so_nsubj family 
promise_so_dobj technologies 
creates_so_nsubj that 
creates_so_dobj radioactivity 
breathed_so_nsubj scientists 
breathed_so_dobj sigh 
involves_so_nsubj problem 
involves_so_dobj motion 
limiting_o_dobj capacity 
introduced_s_nsubj team 
preventing_o_dobj them 
Determining_os_dobj that 
Determining_os_csubj Determining 
raise_so_nsubj processes 
raise_so_dobj capacity 
takes_so_nsubj appointment 
takes_so_dobj effect 
succeeds_so_nsubj He 
succeeds_so_dobj Taylor 
succeeded_so_nsubj Kane 
succeeded_so_dobj Taylor 
posted_so_nsubj Citadel 
posted_so_dobj loss 
include_so_nsubj results 
include_so_dobj write-downs 
had_so_nsubj which 
had_so_dobj impact 
included_so_nsubj Those 
included_so_dobj costs 
closed_s_nsubj shares 
is_s_nsubj million 
is_s_nsubj $ 
mature_so_nsubj They 
mature_so_dobj 1992-1999 
is_s_nsubj $ 
mature_s_nsubj They 
have_so_nsubj Bonds 
have_so_dobj coupon 
expect_so_nsubj underwriters 
expect_so_dobj rating 
indicating_o_dobj coupon 
carries_so_nsubj bond 
carries_so_dobj warrant 
afford_s_nsubj city 
sweeping_so_nsubj craze 
sweeping_so_dobj country 
thinking_s_nsubj Something 
scoffs_s_nsubj Baim 
create_o_dobj more 
agree_s_nsubj Voters 
rejected_so_nsubj voters 
rejected_so_dobj ballpark 
fielded_so_nsubj backers 
fielded_so_dobj interest 
spent_o_dobj 100,000 
rejected_oo_iobj it 
rejected_oo_dobj % 
built_so_nsubj who 
built_so_dobj Park 
endorse_so_nsubj Christopher 
endorse_so_dobj ballpark 
disagrees_s_nsubj Robbie 
prove_so_nsubj he 
prove_so_dobj it 
built_o_dobj coliseum 
see_s_nsubj He 
do_s_nsubj government 
benefits_s_nsubj who 
was_s_nsubj gain 
contributed_so_nsubj they 
contributed_so_dobj million 
fell_so_nsubj profit 
fell_so_dobj % 
rose_so_nsubj shares 
rose_so_dobj pence 
paying_so_nsubj Reed 
paying_so_dobj dividend 
fell_so_nsubj Sales 
fell_so_dobj % 
face_so_nsubj firms 
face_so_dobj prospect 
rising_s_nsubj Risks 
sent_so_nsubj downgrading 
sent_so_dobj shivers 
came_s_nsubj realization 
retain_so_nsubj firms 
retain_so_dobj ratings 
reduce_so_nsubj that 
reduce_so_dobj margins 
signal_o_dobj trouble 
says_s_nsubj Mahoney 
worries_soos_nsubj What 
worries_soos_iobj concerns 
worries_soos_dobj most 
worries_soos_csubj worries 
resulting_s_nsubj penchant 
face_o_dobj delays 
raised_so_nsubj which 
raised_so_dobj flag 
downgraded_so_nsubj it 
downgraded_so_dobj Boston 
commit_so_nsubj firms 
commit_so_dobj money 
's_s_nsubj less 
says_s_nsubj he 
acquires_so_nsubj group 
acquires_so_dobj company 
cited_so_nsubj Moody 
cited_so_dobj reliance 
made_os_dobj that 
made_os_nsubj Boston 
benefits_s_nsubj Boston 
followed_so_nsubj that 
followed_so_dobj crash 
competes_s_nsubj Drexel 
eliminated_sso_nsubj Drexel 
eliminated_sso_nsubj year 
eliminated_sso_dobj retail 
cutting_o_dobj workforce 
circulated_so_nsubj Drexel 
circulated_so_dobj statement 
created_so_nsubj that 
created_so_dobj Taurus 
retired_s_nsubj Veraldi 
produced_so_nsubj that 
produced_so_dobj cars 
sought_so_nsubj Veraldi 
sought_so_dobj involvement 
produced_so_nsubj that 
produced_so_dobj Thunderbird 
stretched_so_nsubj limits 
stretched_so_dobj notch 
understand_so_nsubj We 
understand_so_dobj compassion 
has_s_nsubj country 
took_so_nsubj women 
took_so_dobj diethylstilbestrol 
reported_so_nsubj scientists 
reported_so_dobj cases 
went_s_nsubj cases 
made_so_nsubj Courts 
made_so_dobj assumption 
created_o_dobj test 
has_so_nsubj This 
has_so_dobj logic 
tumbled_s_nsubj courts 
came_s_nsubj result 
expanded_so_nsubj court 
expanded_so_dobj approach 
are_s_nsubj issues 
goes_s_nsubj problem 
reversed_sso_nsubj Court 
reversed_sso_nsubj year 
reversed_sso_dobj direction 
rejected_so_nsubj court 
rejected_so_dobj liability 
citing_o_dobj costs 
reduce_o_dobj pain 
raises_so_nsubj This 
raises_so_dobj issue 
suffer_so_nsubj who 
suffer_so_dobj injuries 
's_s_nsubj evidence 
win_so_nsubj some 
win_so_dobj lottery 
get_so_nsubj others 
get_so_dobj less 
take_soo_nsubj lawyers 
take_soo_iobj cut 
take_soo_dobj way 
create_so_nsubj Congress 
create_so_dobj program 
replaced_so_nsubj that 
replaced_so_dobj lawsuits 
have_so_nsubj We 
have_so_dobj doubt 
completed_so_nsubj Partnership 
completed_so_dobj purchase 
operates_so_nsubj Caldor 
operates_so_dobj stores 
reported_so_nsubj it 
reported_so_dobj revenue 
runs_so_nsubj Stores 
runs_so_dobj stores 
had_so_nsubj DSM 
had_so_dobj guilders 
had_so_nsubj DSM 
had_so_dobj guilders 
refer_s_nsubj Cataracts 
came_s_nsubj man 
have_so_nsubj transfers 
have_so_dobj habit 
wrecking_o_dobj incentives 
had_so_nsubj World 
had_so_dobj habit 
earned_so_nsubj Elco 
earned_so_dobj $ 
fell_so_nsubj stock 
fell_so_dobj 1.125 
earned_so_nsubj company 
earned_so_dobj $ 
attributed_so_nsubj Truck 
attributed_so_dobj downturn 
edged_s_nsubj stocks 
gained_so_nsubj which 
gained_so_dobj points 
added_so_nsubj index 
added_so_dobj points 
fell_so_nsubj index 
fell_so_dobj points 
outnumbered_soo_nsubj issues 
outnumbered_soo_dobj issues 
outnumbered_soo_dobj 454 
sparked_so_nsubj Speculation 
sparked_so_dobj buying 
underlying_o_dobj shares 
said_s_nsubj traders 
remained_s_nsubj Institutions 
regarding_o_dobj rates 
gained_so_nsubj which 
gained_so_dobj points 
added_so_nsubj which 
added_so_dobj points 
regarding_o_dobj direction 
advanced_s_nsubj which 
declined_s_nsubj Group 
ended_s_nsubj It 
advanced_so_nsubj Oil 
advanced_so_dobj yen 
gained_so_nsubj Shell 
gained_so_dobj 20 
rose_so_nsubj Oil 
rose_so_dobj 50 
fell_so_nsubj Mining 
fell_so_dobj yen 
added_so_nsubj Mining 
added_so_dobj 15 
was_s_nsubj Shokubai 
advanced_so_nsubj Marubeni 
advanced_so_dobj 11 
affecting_o_dobj demand 
closed_s_nsubj index 
rose_s_nsubj It 
ended_s_nsubj index 
settled_s_nsubj index 
cited_so_nsubj They 
cited_so_dobj volatility 
gained_so_nsubj Jaguar 
gained_so_dobj pence 
shed_so_nsubj It 
shed_so_dobj pence 
eased_s_nsubj B.A.T 
gained_so_nsubj International 
gained_so_dobj 15 
included_so_nsubj Stocks 
included_so_dobj Communications 
climbed_so_nsubj which 
climbed_so_dobj 32 
notched_so_nsubj companies 
notched_so_dobj gains 
gained_so_nsubj Wellcome 
gained_so_dobj 18 
advanced_so_nsubj Glaxo 
advanced_so_dobj 23 
closed_s_nsubj prices 
closed_s_nsubj prices 
are_s_nsubj trends 
Hold_o_dobj Putty 
are_s_nsubj plans 
alleging_o_dobj violations 
filed_so_nsubj office 
filed_so_dobj felony 
stored_o_dobj materials 
expects_so_nsubj company 
expects_so_dobj vindication 
uses_so_nsubj It 
uses_so_dobj base 
affect_so_nsubj which 
affect_so_dobj life 
covering_o_dobj households 
anticipated_so_nsubj % 
anticipated_so_dobj purchase 
increased_s_nsubj plans 
care_s_nsubj market 
offered_so_nsubj IBM 
offered_so_dobj $ 
has_so_nsubj that 
has_so_dobj appeal 
has_o_dobj features 
ranked_so_nsubj managers 
ranked_so_dobj offering 
paid_so_nsubj investors 
paid_so_dobj attention 
provided_so_nsubj which 
provided_so_dobj view 
blurred_so_nsubj survey 
blurred_so_dobj picture 
reported_so_nsubj districts 
reported_so_dobj declines 
rose_s_nsubj index 
forecast_so_nsubj economists 
forecast_so_dobj rise 
create_o_dobj one 
raise_so_nsubj Treasury 
raise_so_dobj $ 
issue_so_nsubj Treasury 
issue_so_dobj $ 
increasing_o_dobj size 
has_so_nsubj Treasury 
has_so_dobj ability 
ended_s_nsubj bonds 
dominated_so_nsubj offering 
dominated_so_dobj activity 
measures_so_nsubj return 
measures_so_dobj changes 
trailed_so_nsubj bonds 
trailed_so_dobj group 
said_s_nsubj he 
ended_s_nsubj securities 
trailed_o_dobj gains 
finished_s_nsubj issue 
yielding_so_nsubj securities 
yielding_so_dobj % 
Bucking_o_dobj trend 
drew_so_nsubj issue 
drew_so_dobj interest 
said_s_nsubj they 
fell_so_nsubj bond 
fell_so_dobj 14/32 
fell_so_nsubj notes 
fell_so_dobj 9/32 
lowered_so_nsubj Corp. 
lowered_so_dobj rating 
noted_so_nsubj it 
noted_so_dobj loss 
rose_so_nsubj income 
rose_so_dobj % 
advanced_s_nsubj Net 
declined_s_nsubj revenue 
fell_so_nsubj earnings 
fell_so_dobj % 
includes_so_nsubj which 
includes_so_dobj operations 
posted_so_nsubj group 
posted_so_dobj earnings 
included_so_nsubj results 
included_so_dobj charge 
ordered_so_nsubj Department 
ordered_so_dobj investigation 
comment_s_nsubj officials 
has_so_nsubj which 
has_so_dobj branches 
had_so_nsubj Tyre 
had_so_dobj profit 
break_s_nsubj that 
lead_s_nsubj that 
cost_soo_nsubj plan 
cost_soo_iobj utilities 
cost_soo_dobj $ 
use_so_nsubj that 
use_so_dobj coal 
comes_s_nsubj proposal 
throws_o_dobj work 
has_so_nsubj Dingell 
has_so_dobj control 
lead_s_nsubj that 
junk_so_nsubj It 
junk_so_dobj system 
sparing_o_dobj customers 
insist_s_nsubj who 
win_so_nsubj it 
win_so_dobj support 
burn_o_dobj fuels 
representing_o_dobj some 
co-founded_so_nsubj who 
co-founded_so_dobj concern 
underwent_so_nsubj which 
underwent_so_dobj change 
acquired_so_nsubj Inc. 
acquired_so_dobj % 
has_o_dobj agreement 
rise_so_nsubj futures 
rise_so_dobj points 
routes_so_nsubj car 
routes_so_dobj trades 
scans_s_nsubj that 
resumes_s_nsubj trading 
takes_so_nsubj halt 
takes_so_dobj effect 
handles_so_nsubj SuperDot 
handles_so_dobj % 
sold_so_nsubj who 
sold_so_dobj one 
follow_so_nsubj investors 
follow_so_dobj strategy 
swapping_o_dobj stocks 
involving_o_dobj purchase 
employs_so_nsubj who 
employs_so_dobj techniques 
devise_so_nsubj breed 
devise_so_dobj hedging 
Buying_o_dobj baskets 
profit_s_nsubj Traders 
buy_so_nsubj arbitrager 
buy_so_dobj stocks 
sell_o_dobj futures 
mimics_so_nsubj that 
mimics_so_dobj Average 
give_soo_nsubj Options 
give_soo_iobj holders 
give_soo_dobj right 
are_s_nsubj options 
sought_so_nsubj Steinberg 
sought_so_dobj permission 
signal_so_nsubj application 
signal_so_dobj interest 
seek_so_nsubj that 
seek_so_dobj control 
sold_os_dobj which 
sold_os_nsubj they 
suggested_s_nsubj he 
replace_so_nsubj Steinberg 
replace_so_dobj PLC 
acquired_so_nsubj Reliance 
